"code","buy","overweight","hold","underweight","sell","high","median","low","avearge","current","sys_load_time"
"MSB","6","0","1","0","0","$23.00","$16.00","$7.53","$17.04","$4.30","2020-08-06 16:45:33.518279+10"
"ISX","","","","","","","","","","","2020-08-06 16:45:35.028599+10"
"MTS","6","0","3","2","0","$3.60","$3.13","$2.90","$3.15","$2.82","2020-08-06 16:45:35.347528+10"
"MYR","3","0","0","0","0","$0.65","$0.48","$0.30","$0.48","$0.19","2020-08-06 16:45:36.486122+10"
"IVC","","","","","","","","","","","2020-08-06 16:45:36.944699+10"
"MYX","2","0","4","0","0","$0.75","$0.45","$0.43","$0.51","$0.39","2020-08-06 16:45:38.031076+10"
"NAB","9","1","2","0","1","$8.60","$7.31","$6.09","$7.24","$17.04","2020-08-06 16:45:38.486537+10"
"NAN","2","0","0","1","0","$7.50","$6.92","$6.00","$6.81","$6.39","2020-08-06 16:45:39.535746+10"
"LIC","","","","","","","","","","","2020-08-06 16:45:40.56819+10"
"NCM","4","1","7","1","1","$29.31","$26.08","$20.06","$25.49","$36.80","2020-08-06 16:45:41.053227+10"
"NCZ","3","0","0","0","0","$0.50","$0.50","$0.48","$0.49","$0.21","2020-08-06 16:45:42.212782+10"
"NEA","7","0","0","0","0","$3.25","$2.60","$2.30","$2.73","$2.32","2020-08-06 16:45:42.442607+10"
"JIN","","","","","","","","","","","2020-08-06 16:45:43.403841+10"
"NGI","1","0","0","0","0","$1.10","$1.10","$1.10","$1.10","$1.31","2020-08-06 16:45:43.872532+10"
"LOV","","","","","","","","","","","2020-08-06 16:45:43.896364+10"
"NHC","1","2","2","0","1","$2.50","$1.60","$1.10","$1.66","$1.28","2020-08-06 16:45:45.024214+10"
"NHF","0","0","0","0","0"," "," "," "," ","$4.47","2020-08-06 16:45:45.706938+10"
"NIC","4","0","1","0","0","$0.77","$0.72","$0.54","$0.69","$0.62","2020-08-06 16:45:45.838315+10"
"NST","2","0","9","1","3","$18.00","$15.50","$12.20","$15.03","$16.29","2020-08-06 16:45:46.1947+10"
"NUF","5","0","4","0","3","$6.74","$4.90","$4.60","$5.20","$4.17","2020-08-06 16:45:47.264923+10"
"MNY","","","","","","","","","","","2020-08-06 16:45:54.815623+10"
"NXT","7","0","4","0","0","$15.37","$11.35","$10.00","$11.98","$12.00","2020-08-06 16:45:57.654236+10"
"OFX","0","0","1","0","0","$1.70","$1.70","$1.70","$1.70","$1.17","2020-08-06 16:46:00.217814+10"
"MVF","","","","","","","","","","","2020-08-06 16:46:01.06419+10"
"MYS","","","","","","","","","","","2020-08-06 16:46:01.878548+10"
"ORA","1","0","10","0","0","$3.30","$2.69","$2.50","$2.76","$2.33","2020-08-06 16:46:03.045764+10"
"ORE","4","0","6","0","2","$3.24","$1.84","$1.34","$2.10","$3.28","2020-08-06 16:46:03.308095+10"
"NCK","","","","","","","","","","","2020-08-06 16:46:03.475796+10"
"ORG","9","1","2","0","0","$8.45","$6.95","$5.70","$6.94","$5.77","2020-08-06 16:46:04.531671+10"
"ORI","6","0","4","1","0","$20.75","$18.50","$15.55","$18.31","$17.53","2020-08-06 16:46:04.944297+10"
"OSH","10","1","4","0","0","$19.55","$14.11","$9.95","$13.65","$3.07","2020-08-06 16:46:04.989351+10"
"OZL","8","2","4","1","1","$16.00","$13.70","$10.50","$13.25","$14.15","2020-08-06 16:46:06.167702+10"
"PDN","0","0","0","0","0"," "," "," "," ","$0.14","2020-08-06 16:46:06.670182+10"
"PET","0","0","0","0","0"," "," "," "," ","$0.20","2020-08-06 16:46:07.594404+10"
"PGH","2","1","1","0","0","$2.60","$2.53","$2.50","$2.54","$2.07","2020-08-06 16:46:08.229207+10"
"PLS","1","0","1","0","4","$0.40","$0.28","$0.20","$0.29","$0.42","2020-08-06 16:46:09.09421+10"
"PME","1","0","4","0","0","$30.00","$29.83","$24.00","$28.41","$23.36","2020-08-06 16:46:09.78591+10"
"NEC","","","","","","","","","","","2020-08-06 16:46:11.456646+10"
"NSR","","","","","","","","","","","2020-08-06 16:46:11.910791+10"
"NWH","","","","","","","","","","","2020-08-06 16:46:12.455491+10"
"PNV","1","2","2","0","0","$2.90","$2.83","$2.60","$2.79","$2.24","2020-08-06 16:46:12.854679+10"
"PPT","3","2","5","0","0","$45.00","$37.62","$33.50","$38.34","$30.94","2020-08-06 16:46:13.518713+10"
"PRN","5","1","1","0","0","$2.00","$1.90","$1.35","$1.81","$1.27","2020-08-06 16:46:13.923319+10"
"PRU","3","0","1","0","2","$1.95","$1.60","$1.25","$1.60","$1.55","2020-08-06 16:46:14.483472+10"
"QAN","7","0","3","0","1","$5.31","$4.60","$3.00","$4.37","$3.31","2020-08-06 16:46:15.319391+10"
"QBE","8","0","1","0","2","$8.96","$8.02","$5.71","$7.73","$10.09","2020-08-06 16:46:15.481053+10"
"QUB","5","1","4","0","1","$3.50","$3.10","$2.45","$3.10","$2.77","2020-08-06 16:46:16.117575+10"
"REA","4","1","6","0","1","$126.00","$105.00","$88.76","$104.69","$111.34","2020-08-06 16:46:16.936246+10"
"RFF","3","1","0","0","0","$2.42","$2.30","$2.19","$2.30","$2.09","2020-08-06 16:46:18.604119+10"
"RHC","6","0","3","1","2","$78.25","$71.60","$56.00","$69.18","$62.50","2020-08-06 16:46:19.241241+10"
"RIO","5","0","0","1","0","$81.15","$69.00","$63.45","$71.20","$105.50","2020-08-06 16:46:20.712059+10"
"RMS","3","0","1","0","0","$2.46","$2.36","$2.00","$2.29","$2.25","2020-08-06 16:46:23.315374+10"
"RRL","2","0","6","2","4","$6.50","$5.50","$4.10","$5.39","$5.83","2020-08-06 16:46:25.572373+10"
"RSG","7","1","1","0","0","$1.57","$1.18","$0.93","$1.18","$1.38","2020-08-06 16:46:26.70393+10"
"RWC","5","2","2","0","1","$3.65","$3.27","$2.65","$3.26","$2.68","2020-08-06 16:46:27.688004+10"
"S32","14","1","2","0","2","$2.10","$1.84","$1.29","$1.79","$2.21","2020-08-06 16:46:29.072331+10"
"OML","","","","","","","","","","","2020-08-06 16:46:29.584808+10"
"SAR","3","0","7","0","2","$6.50","$6.03","$4.90","$5.85","$5.95","2020-08-06 16:46:30.618441+10"
"SBM","5","0","2","0","1","$4.30","$3.73","$3.00","$3.70","$3.63","2020-08-06 16:46:31.249099+10"
"SCG","3","0","4","1","1","$3.63","$2.28","$2.04","$2.48","$1.92","2020-08-06 16:46:32.073141+10"
"PDL","","","","","","","","","","","2020-08-06 16:46:32.08208+10"
"SCP","1","0","4","0","2","$2.70","$2.22","$1.87","$2.23","$2.17","2020-08-06 16:46:32.931034+10"
"SDA","0","0","1","0","0","$0.78","$0.78","$0.78","$0.78","$0.79","2020-08-06 16:46:33.61944+10"
"SEK","6","0","4","1","1","$32.40","$21.60","$15.55","$22.19","$21.48","2020-08-06 16:46:34.390395+10"
"PNI","","","","","","","","","","","2020-08-06 16:46:34.935661+10"
"PMV","","","","","","","","","","","2020-08-06 16:46:35.0219+10"
"SGM","2","1","6","1","0","$10.20","$8.58","$7.90","$8.67","$8.31","2020-08-06 16:46:36.450336+10"
"SGP","5","0","3","1","0","$4.38","$3.56","$3.16","$3.72","$3.38","2020-08-06 16:46:36.547149+10"
"SFR","8","1","5","0","1","$6.80","$5.60","$4.60","$5.68","$5.18","2020-08-06 16:46:36.647338+10"
"SHV","2","1","2","0","0","$9.80","$6.60","$6.10","$7.33","$5.61","2020-08-06 16:46:38.063979+10"
"SGR","7","0","4","0","0","$4.45","$3.70","$2.70","$3.63","$2.64","2020-08-06 16:46:38.24398+10"
"RDC","","","","","","","","","","","2020-08-06 16:46:38.819526+10"
"REG","","","","","","","","","","","2020-08-06 16:46:40.30496+10"
"SKI","2","1","3","0","0","$2.56","$2.22","$2.03","$2.26","$2.27","2020-08-06 16:46:40.372344+10"
"SKC","7","0","2","0","1","$3.50","$3.10","$2.40","$3.10","$2.28","2020-08-06 16:46:40.528726+10"
"SLR","2","1","2","0","0","$2.70","$2.47","$2.25","$2.48","$2.61","2020-08-06 16:46:41.962249+10"
"PTM","","","","","","","","","","","2020-08-06 16:46:42.427477+10"
"SOL","0","0","1","0","0","$20.04","$20.04","$20.04","$20.04","$20.25","2020-08-06 16:46:43.349417+10"
"SPK","1","0","2","0","1","$5.00","$4.75","$4.00","$4.63","$4.57","2020-08-06 16:46:43.919607+10"
"SPL","1","0","0","0","0","$1.75","$1.75","$1.75","$1.75","$1.08","2020-08-06 16:46:46.349+10"
"STO","10","2","4","0","0","$5.34","$4.41","$3.56","$4.52","$5.74","2020-08-06 16:46:47.843503+10"
"SUL","0","0","0","0","0"," "," "," "," ","$9.04","2020-08-06 16:46:49.325866+10"
"SUN","5","0","3","1","2","$11.82","$9.50","$7.50","$9.72","$8.58","2020-08-06 16:46:50.881654+10"
"SVW","5","1","1","0","0","$21.00","$19.04","$16.00","$18.67","$17.36","2020-08-06 16:46:52.400009+10"
"SWM","2","1","2","0","0","$0.45","$0.16","$0.10","$0.22","$0.10","2020-08-06 16:46:54.480778+10"
"SGF","","","","","","","","","","","2020-08-06 16:47:01.173033+10"
"SXY","8","0","1","0","0","$0.60","$0.41","$0.30","$0.41","$0.28","2020-08-06 16:47:02.724141+10"
"SYD","6","1","2","1","2","$7.11","$6.50","$4.50","$6.20","$5.31","2020-08-06 16:47:04.230395+10"
"SDF","","","","","","","","","","","2020-08-06 16:47:05.226254+10"
"SM1","","","","","","","","","","","2020-08-06 16:47:05.769946+10"
"SYR","1","0","2","0","1","$0.50","$0.29","$0.12","$0.30","$0.41","2020-08-06 16:47:05.899259+10"
"TAH","2","1","7","1","2","$5.00","$3.68","$2.60","$3.75","$3.53","2020-08-06 16:47:05.962036+10"
"SIQ","","","","","","","","","","","2020-08-06 16:47:06.47474+10"
"TCL","4","0","7","0","2","$16.74","$14.41","$11.70","$14.22","$13.77","2020-08-06 16:47:06.727084+10"
"SIG","","","","","","","","","","","2020-08-06 16:47:07.367058+10"
"TGR","2","0","0","0","0","$5.35","$4.63","$3.90","$4.63","$3.60","2020-08-06 16:47:07.44069+10"
"TLS","8","0","2","1","0","$4.40","$3.70","$3.29","$3.80","$3.39","2020-08-06 16:47:07.482481+10"
"SLC","","","","","","","","","","","2020-08-06 16:47:08.199093+10"
"TWE","4","1","8","0","1","$11.00","$8.26","$6.96","$8.67","$10.79","2020-08-06 16:47:08.750029+10"
"SSM","","","","","","","","","","","2020-08-06 16:47:09.314769+10"
"VCX","2","0","6","1","1","$1.82","$1.50","$1.28","$1.52","$1.27","2020-08-06 16:47:09.419202+10"
"VOC","3","0","4","2","0","$4.10","$3.60","$3.25","$3.59","$2.97","2020-08-06 16:47:09.825128+10"
"VRL","0","0","1","0","0","$2.32","$2.32","$2.32","$2.32","$2.10","2020-08-06 16:47:10.215034+10"
"VRT","0","0","0","0","0"," "," "," "," ","$2.87","2020-08-06 16:47:10.865231+10"
"WAF","2","1","1","0","0","$1.95","$1.20","$1.00","$1.31","$1.12","2020-08-06 16:47:11.608607+10"
"WEB","4","0","2","0","2","$5.35","$3.80","$2.75","$3.90","$3.01","2020-08-06 16:47:11.958561+10"
"WBC","0","1","0","0","0","$16.47","$13.22","$9.17","$13.54","$16.76","2020-08-06 16:47:12.189121+10"
"WES","0","0","10","1","3","$47.60","$41.00","$37.60","$41.07","$46.17","2020-08-06 16:47:12.39262+10"
"WGX","3","0","0","0","0","$3.25","$2.90","$2.80","$2.98","$2.48","2020-08-06 16:47:13.0345+10"
"WHC","10","1","2","0","2","$4.00","$2.28","$1.30","$2.21","$1.35","2020-08-06 16:47:13.302971+10"
"WOR","6","3","2","0","1","$13.65","$11.45","$8.40","$11.48","$8.64","2020-08-06 16:47:13.680327+10"
"NWL","","","","","","","","","","","2020-08-06 16:46:13.064396+10"
"WOW","5","1","5","0","0","$323.66","$292.99","$244.07","$286.82","$39.16","2020-08-06 16:47:14.028757+10"
"WPL","10","1","5","0","0","$23.67","$17.41","$14.05","$17.28","$20.37","2020-08-06 16:47:14.504115+10"
"WSA","6","0","6","1","0","$3.25","$2.70","$2.30","$2.72","$2.60","2020-08-06 16:47:15.650765+10"
"WTC","4","0","0","1","1","$27.00","$23.30","$18.75","$22.71","$21.43","2020-08-06 16:47:15.838075+10"
"XRO","3","2","4","1","3","$112.44","$87.32","$59.54","$85.88","$91.53","2020-08-06 16:47:16.082504+10"
"SXL","","","","","","","","","","","2020-08-06 16:47:19.970148+10"
"TNE","","","","","","","","","","","2020-08-06 16:47:31.560587+10"
"UMG","","","","","","","","","","","2020-08-06 16:47:32.814204+10"
"VEA","","","","","","","","","","","2020-08-06 16:47:34.969903+10"
"WPP","","","","","","","","","","","2020-08-06 16:47:39.206584+10"
"Z1P","","","","","","","","","","","2020-08-06 16:47:39.664258+10"
"ALX","2","0","5","0","0","$7.20","$6.88","$6.35","$6.84","$6.48","2020-08-06 17:10:04.803042+10"
"ASX","0","0","0","1","8","$86.67","$73.00","$65.00","$73.67","$83.47","2020-08-06 17:10:04.987737+10"
"SHL","5","1","6","0","1","$34.50","$32.40","$28.00","$31.63","$33.22","2020-08-06 17:10:06.58426+10"
"PME","1","0","4","0","0","$30.00","$29.83","$24.00","$28.41","$23.70","2020-08-07 16:46:47.91735+10"
"ANN","2","0","3","0","2","$120.82","$87.79","$82.13","$93.96","$39.23","2020-08-07 16:40:19.135332+10"
"APX","7","1","3","0","0","$42.56","$34.87","$30.00","$35.04","$37.25","2020-08-07 16:40:31.683926+10"
"AMA","","","","","","","","","","","2020-08-07 16:40:52.244871+10"
"AX1","","","","","","","","","","","2020-08-07 16:40:53.178237+10"
"ABP","","","","","","","","","","","2020-08-07 16:40:54.397761+10"
"AYS","","","","","","","","","","","2020-08-07 16:40:54.595831+10"
"AHY","2","1","1","0","0","$1.30","$1.25","$1.02","$1.19","$0.95","2020-08-07 16:40:55.705927+10"
"ASX","0","0","0","1","8","$86.67","$73.00","$65.00","$73.67","$83.37","2020-08-07 16:40:57.037813+10"
"ALX","2","0","5","0","0","$7.20","$6.88","$6.35","$6.84","$6.41","2020-08-07 16:40:59.126685+10"
"APE","","","","","","","","","","","2020-08-07 16:41:03.193322+10"
"ALL","13","0","0","0","0","$36.10","$29.80","$28.00","$30.47","$27.67","2020-08-07 16:41:06.28028+10"
"ADI","","","","","","","","","","","2020-08-07 16:41:10.537344+10"
"AZJ","7","1","2","0","0","$5.70","$5.58","$5.19","$5.50","$4.55","2020-08-07 16:41:11.70753+10"
"AST","2","0","5","0","4","$2.11","$1.88","$1.57","$1.88","$1.80","2020-08-07 16:41:12.565886+10"
"ANZ","8","1","4","0","1","$26.20","$20.50","$12.47","$20.79","$17.68","2020-08-07 16:41:13.398135+10"
"ALG","","","","","","","","","","","2020-08-07 16:41:21.545966+10"
"AAC","1","0","0","0","0","$1.40","$1.40","$1.40","$1.40","$1.02","2020-08-07 16:41:23.41077+10"
"ARF","","","","","","","","","","","2020-08-07 16:41:32.476749+10"
"BOQ","1","0","7","2","2","$10.17","$7.88","$5.99","$8.13","$5.90","2020-08-07 16:41:34.70383+10"
"BEN","1","0","6","2","4","$8.10","$7.00","$4.24","$6.86","$6.67","2020-08-07 16:41:42.130046+10"
"AUB","","","","","","","","","","","2020-08-07 16:41:50.228003+10"
"BXB","7","0","4","0","0","$9.74","$7.96","$7.15","$8.41","$10.79","2020-08-07 16:41:55.1004+10"
"BRG","5","0","4","1","0","$28.00","$20.00","$14.90","$21.19","$27.69","2020-08-07 16:42:02.546384+10"
"AVN","","","","","","","","","","","2020-08-07 16:42:06.728161+10"
"API","","","","","","","","","","","2020-08-07 16:42:06.786472+10"
"BBN","","","","","","","","","","","2020-08-07 16:42:15.642387+10"
"CAR","4","0","8","1","1","$20.17","$17.43","$14.58","$17.28","$18.77","2020-08-07 16:42:20.315622+10"
"BAP","","","","","","","","","","","2020-08-07 16:42:34.979538+10"
"BIN","","","","","","","","","","","2020-08-07 16:42:36.485416+10"
"CGF","1","1","9","0","1","$7.50","$5.13","$3.70","$5.11","$4.30","2020-08-07 16:42:38.242995+10"
"BUB","","","","","","","","","","","2020-08-07 16:42:38.670877+10"
"CIA","4","0","0","0","0","$4.18","$3.55","$3.00","$3.57","$3.09","2020-08-07 16:42:40.394838+10"
"CHC","7","0","0","0","1","$12.54","$11.30","$6.42","$10.57","$10.88","2020-08-07 16:42:40.829797+10"
"BWP","","","","","","","","","","","2020-08-07 16:42:42.637218+10"
"BVS","","","","","","","","","","","2020-08-07 16:42:42.772493+10"
"CNU","1","0","2","0","1","$7.70","$7.18","$6.50","$7.14","$6.83","2020-08-07 16:42:45.422153+10"
"CQE","5","0","0","0","0","$3.20","$2.98","$2.79","$2.99","$2.31","2020-08-07 16:42:45.840887+10"
"CIM","3","0","2","1","0","$34.00","$23.20","$21.70","$26.78","$22.65","2020-08-07 16:42:47.782716+10"
"CNI","","","","","","","","","","","2020-08-07 16:42:48.534804+10"
"CUV","1","0","0","0","0","$32.15","$32.15","$32.15","$32.15","$21.68","2020-08-07 16:42:50.120842+10"
"CIP","","","","","","","","","","","2020-08-07 16:42:50.196531+10"
"CCL","2","0","8","2","0","$9.85","$9.10","$7.60","$9.09","$8.47","2020-08-07 16:42:50.950683+10"
"COH","3","1","4","0","6","$209.41","$192.50","$140.00","$183.30","$189.14","2020-08-07 16:42:52.342337+10"
"CWP","","","","","","","","","","","2020-08-07 16:42:52.82512+10"
"CDA","3","1","1","0","0","$9.00","$8.50","$8.44","$8.65","$8.28","2020-08-07 16:42:53.048039+10"
"COL","7","0","4","1","0","$20.50","$18.75","$14.68","$17.96","$18.37","2020-08-07 16:42:53.280616+10"
"CBA","2","0","5","1","6","$78.00","$66.40","$50.45","$66.50","$71.52","2020-08-07 16:42:54.973926+10"
"CPU","5","0","2","1","2","$11.36","$9.84","$7.69","$9.65","$13.57","2020-08-07 16:42:55.220825+10"
"COF","","","","","","","","","","","2020-08-07 16:42:58.459164+10"
"CQR","","","","","","","","","","","2020-08-07 16:43:01.228134+10"
"CMW","0","0","2","0","1","$1.12","$1.08","$0.60","$0.93","$0.91","2020-08-07 16:43:01.247368+10"
"CSL","8","0","5","0","0","$236.50","$222.18","$185.17","$216.59","$274.19","2020-08-07 16:43:01.412862+10"
"CWN","7","1","3","0","0","$12.00","$10.40","$8.50","$10.38","$9.34","2020-08-07 16:43:01.742894+10"
"DCN","2","0","2","0","1","$0.50","$0.40","$0.22","$0.36","$0.37","2020-08-07 16:43:03.568811+10"
"CLW","","","","","","","","","","","2020-08-07 16:43:03.87599+10"
"CSR","4","0","4","2","2","$4.77","$3.86","$3.10","$3.87","$3.56","2020-08-07 16:43:03.9107+10"
"DMP","2","1","3","0","4","$77.30","$63.61","$40.00","$61.87","$75.53","2020-08-07 16:43:06.239277+10"
"ECX","0","0","0","0","0"," "," "," "," ","$1.43","2020-08-07 16:43:06.495815+10"
"ELD","5","1","1","1","0","$13.65","$11.68","$7.73","$11.40","$10.12","2020-08-07 16:43:08.813133+10"
"EML","3","1","1","0","0","$4.31","$4.20","$3.66","$4.11","$3.09","2020-08-07 16:43:12.586739+10"
"A2M","4","1","2","0","1","$23.35","$21.85","$13.85","$20.82","$18.99","2020-08-07 16:43:14.079096+10"
"FBU","2","1","10","0","0","$5.50","$3.86","$3.55","$4.04","$3.16","2020-08-07 16:43:17.471521+10"
"CKF","","","","","","","","","","","2020-08-07 16:43:19.417602+10"
"CCP","","","","","","","","","","","2020-08-07 16:43:21.081635+10"
"FPH","4","1","2","1","4","$39.26","$29.40","$19.50","$30.09","$32.73","2020-08-07 16:43:23.086502+10"
"DTL","","","","","","","","","","","2020-08-07 16:43:31.229566+10"
"GMG","3","0","4","1","1","$18.75","$16.59","$11.25","$15.76","$17.56","2020-08-07 16:43:33.454637+10"
"GNC","3","1","4","0","0","$5.00","$4.62","$4.15","$4.60","$3.89","2020-08-07 16:43:33.546025+10"
"DHG","","","","","","","","","","","2020-08-07 16:43:34.169354+10"
"GOR","4","1","1","0","1","$2.20","$2.00","$1.80","$1.98","$1.87","2020-08-07 16:43:35.542616+10"
"GOZ","2","0","1","0","0","$3.34","$3.30","$3.06","$3.23","$3.10","2020-08-07 16:43:35.692246+10"
"GUD","1","0","8","0","0","$14.20","$11.60","$10.60","$11.94","$11.48","2020-08-07 16:43:38.151247+10"
"EHE","","","","","","","","","","","2020-08-07 16:43:40.101607+10"
"GXY","1","0","6","0","2","$0.96","$0.66","$0.28","$0.68","$1.27","2020-08-07 16:43:40.717118+10"
"HLS","3","0","6","0","0","$3.70","$3.26","$2.90","$3.28","$3.20","2020-08-07 16:43:42.727454+10"
"FXL","","","","","","","","","","","2020-08-07 16:43:47.146491+10"
"HVN","5","1","5","0","0","$4.80","$4.10","$3.85","$4.22","$3.97","2020-08-07 16:43:49.156379+10"
"GDI","","","","","","","","","","","2020-08-07 16:43:49.671472+10"
"IAG","5","1","5","0","1","$6.65","$5.85","$4.70","$5.83","$5.03","2020-08-07 16:43:51.452512+10"
"GEM","","","","","","","","","","","2020-08-07 16:43:52.836344+10"
"IEL","5","0","1","0","0","$19.00","$17.00","$12.49","$16.70","$12.94","2020-08-07 16:43:53.460354+10"
"GMA","","","","","","","","","","","2020-08-07 16:43:54.955505+10"
"IFL","2","0","5","0","1","$5.50","$4.70","$4.20","$4.79","$4.45","2020-08-07 16:43:55.393392+10"
"IFN","1","0","4","0","0","$0.92","$0.92","$0.88","$0.91","$0.93","2020-08-07 16:43:57.130245+10"
"IGO","8","1","5","1","2","$6.00","$5.33","$3.50","$5.12","$4.89","2020-08-07 16:43:59.492281+10"
"ILU","5","0","4","0","0","$11.00","$10.00","$8.90","$9.97","$9.50","2020-08-07 16:44:03.11217+10"
"HT1","","","","","","","","","","","2020-08-07 16:44:04.040325+10"
"HPI","","","","","","","","","","","2020-08-07 16:44:04.156908+10"
"IMD","3","0","1","0","0","$1.55","$1.46","$1.30","$1.44","$1.37","2020-08-07 16:44:05.566116+10"
"INA","1","0","0","0","0","$5.25","$5.25","$5.25","$5.25","$4.77","2020-08-07 16:44:06.515981+10"
"INR","1","0","0","0","0","$0.50","$0.50","$0.50","$0.50","$0.12","2020-08-07 16:44:07.903514+10"
"HUB","","","","","","","","","","","2020-08-07 16:44:09.468046+10"
"HSN","","","","","","","","","","","2020-08-07 16:44:10.222675+10"
"IPL","6","0","3","1","0","$2.32","$1.74","$1.43","$1.77","$2.13","2020-08-07 16:44:10.500572+10"
"IRI","0","0","1","0","0","$4.25","$4.25","$4.25","$4.25","$4.80","2020-08-07 16:44:12.712383+10"
"IAP","","","","","","","","","","","2020-08-07 16:44:14.655641+10"
"ITG","1","0","0","0","0","$0.49","$0.49","$0.49","$0.49","$0.31","2020-08-07 16:44:15.219864+10"
"JBH","1","0","8","0","5","$48.20","$41.00","$34.20","$40.61","$45.66","2020-08-07 16:44:17.773265+10"
"IGL","","","","","","","","","","","2020-08-07 16:44:19.088494+10"
"JHC","0","0","0","0","0"," "," "," "," ","$0.48","2020-08-07 16:44:19.148949+10"
"IFM","","","","","","","","","","","2020-08-07 16:44:19.318644+10"
"KAR","4","0","0","0","0","$1.50","$1.38","$1.14","$1.35","$0.74","2020-08-07 16:44:21.658778+10"
"KGN","2","0","2","0","1","$20.00","$15.19","$12.10","$15.62","$18.81","2020-08-07 16:44:21.741882+10"
"LLC","5","1","2","0","0","$16.55","$13.75","$12.50","$14.07","$11.05","2020-08-07 16:44:24.140296+10"
"IPH","","","","","","","","","","","2020-08-07 16:44:30.802896+10"
